reward,episode,image,idx_in_image,dataset
30.403575632339766,39,1-123.png,36,1-123
26.879162431090798,40,1-123.png,37,1-123
19.91294585298973,41,1-123.png,38,1-123
23.099239297246985,42,1-123.png,39,1-123
24.175372423820264,43,1-123.png,40,1-123
33.57200299855856,44,1-123.png,41,1-123
26.212362101968907,45,1-123.png,42,1-123
19.80498053793638,45,1-123.png,43,1-123
13.405258735350436,47,1-123.png,44,1-123
24.375512208527997,48,1-123.png,45,1-123
27.740431194357253,49,1-123.png,46,1-123
17.91931046640123,50,1-123.png,47,1-123
24.982721391771275,51,1-123.png,48,1-123
26.16046818517791,51,1-123.png,49,1-123
18.63944086888401,55,1-123.png,50,1-123
19.227483821591854,56,1-123.png,51,1-123
23.88966829078794,57,1-123.png,52,1-123
34.84355349997681,58,1-123.png,53,1-123
24.660603228857266,60,1-123.png,54,1-123
26.91269711228161,62,1-123.png,55,1-123
17.575845923650895,63,1-123.png,56,1-123
21.5324255787899,64,1-123.png,57,1-123
28.20828089292175,66,1-123.png,58,1-123
17.033870784900518,66,1-123.png,59,1-123
13.806646693632048,67,1-123.png,60,1-123
25.169689503492464,69,1-123.png,61,1-123
24.605914379982224,71,1-123.png,62,1-123
19.298813737362757,71,1-123.png,63,1-123
18.671344729876253,73,1-123.png,64,1-123
18.709218276902902,74,1-123.png,65,1-123
19.35433286021896,75,1-123.png,66,1-123
21.65838511301881,76,1-123.png,67,1-123
16.099441567948624,77,1-123.png,68,1-123
15.522356374153684,78,1-123.png,69,1-123
25.149263633076966,79,1-123.png,70,1-123
19.319136620196325,80,1-123.png,71,1-123
34.92012464540471,81,1-123.png,72,1-123
19.750997880409702,84,1-123.png,73,1-123
16.799945935618272,85,1-123.png,74,1-123
21.870716899290382,86,1-123.png,75,1-123
25.50509526452155,87,1-123.png,76,1-123
20.135606028479145,89,1-123.png,77,1-123
25.74210673329718,90,1-123.png,78,1-123
21.176107617097333,92,1-123.png,79,1-123
22.73469050184518,93,1-123.png,80,1-123
19.465265498995635,95,1-123.png,81,1-123
14.979830666010624,96,1-123.png,82,1-123
18.7793100449296,97,1-123.png,83,1-123
21.28224089290324,98,1-123.png,84,1-123
20.27461184235984,99,1-123.png,85,1-123
22.14127107692178,100,1-123.png,86,1-123
21.71236777054548,101,1-123.png,87,1-123
27.97147696857141,103,1-123.png,88,1-123
29.211976144811477,104,1-123.png,89,1-123
32.11519443223166,105,1-123.png,90,1-123
32.83279522104004,106,1-123.png,91,1-123
28.602193948339156,107,1-123.png,92,1-123
12.103454730797754,108,1-123.png,93,1-123
29.917731714599714,109,1-123.png,94,1-123
7.423656958224441,110,1-123.png,95,1-123
20.938616345996504,111,1-123.png,96,1-123
32.70834921926515,112,1-123.png,97,1-123
19.894951633814166,113,1-123.png,98,1-123
16.871922812320502,114,1-123.png,99,1-123
18.611497289803477,115,1-123.png,100,1-123
14.114573344536538,116,1-123.png,101,1-123
10.394003909119789,117,1-123.png,102,1-123
15.432385278275898,118,1-123.png,103,1-123
19.625038346180805,118,1-123.png,104,1-123
26.210922564434863,119,1-123.png,105,1-123
21.082570099400964,120,1-123.png,106,1-123
17.662186579171752,121,1-123.png,107,1-123
